ID	SRR14062898	SRR14062899	SRR14062940	SRR14062947
hsa-miR-637	0	0	0	0
hsa-miR-638	0	0	0	0
hsa-miR-639	0	0	0	0
hsa-miR-640	0	0	0	0
hsa-miR-641	35	25	64	34
hsa-miR-642a-5p	0	1	0	0
hsa-miR-642a-3p	0	0	0	1
hsa-miR-643	0	0	0	0
hsa-miR-644a	0	0	0	0
hsa-miR-645	0	0	0	0
hsa-miR-646	0	0	0	0
hsa-miR-647	0	0	0	0
hsa-miR-648	0	0	0	0
hsa-miR-649	0	0	0	0
hsa-miR-650	0	0	0	0
hsa-miR-651-5p	1	6	7	3
hsa-miR-651-3p	0	0	0	0
hsa-miR-652-5p	0	0	0	0
hsa-miR-652-3p	576	1085	1016	1248
hsa-miR-548d-5p	0	6	1	4
hsa-miR-548d-3p	12	7	5	2
hsa-miR-661	0	0	0	0
hsa-miR-662	0	0	0	0
hsa-miR-663a	0	0	0	0
hsa-miR-449b-5p	0	0	0	1
hsa-miR-449b-3p	0	0	0	0
hsa-miR-653-5p	0	0	0	0
hsa-miR-653-3p	0	0	0	0
hsa-miR-411-5p	0	1	0	0
hsa-miR-411-3p	0	0	1	1
hsa-miR-654-5p	0	0	0	0
hsa-miR-654-3p	3	27	128	42
hsa-miR-655-5p	0	0	0	0
hsa-miR-655-3p	0	0	0	0
hsa-miR-656-5p	0	0	0	0
hsa-miR-656-3p	0	0	1	0
hsa-miR-549a-5p	0	0	0	0
hsa-miR-549a-3p	0	0	0	0
hsa-miR-657	0	0	0	0
hsa-miR-658	0	0	0	0
hsa-miR-659-5p	16	10	15	23
hsa-miR-659-3p	0	0	0	0
hsa-miR-660-5p	158	474	270	304
hsa-miR-660-3p	13	7	21	14
hsa-miR-421	225	312	647	379
hsa-miR-542-5p	1	1	1	0
hsa-miR-542-3p	1	1	3	0
hsa-miR-758-5p	0	0	0	0
hsa-miR-758-3p	0	0	5	2
hsa-miR-1264	0	0	0	0
hsa-miR-671-5p	0	0	1	1
hsa-miR-671-3p	16	8	25	12
hsa-miR-668-5p	0	0	0	0
hsa-miR-668-3p	0	0	0	0
hsa-miR-550a-3-5p	0	0	0	0
hsa-miR-767-5p	0	0	0	0
hsa-miR-767-3p	0	0	0	0
hsa-miR-1224-5p	0	0	0	0
hsa-miR-1224-3p	0	0	0	0
hsa-miR-151b	48	97	151	102
hsa-miR-320b	29	17	37	22
hsa-miR-320c	1	1	2	2
hsa-miR-1296-5p	11	4	9	2
hsa-miR-1296-3p	0	0	0	0
hsa-miR-1468-5p	3	2	6	2
hsa-miR-1468-3p	0	0	0	0
hsa-miR-1323	0	0	0	0
hsa-miR-1271-5p	0	4	0	1
hsa-miR-1271-3p	0	1	0	0
hsa-miR-1301-5p	0	0	0	0
hsa-miR-1301-3p	3	5	10	11
hsa-miR-454-5p	205	188	251	301
hsa-miR-454-3p	64	372	177	185
hsa-miR-1185-5p	0	0	0	0
hsa-miR-1185-2-3p	0	0	0	0
hsa-miR-449c-5p	0	1	1	0
hsa-miR-449c-3p	0	0	0	0
hsa-miR-1283	0	0	0	0
hsa-miR-769-5p	86	84	137	57
hsa-miR-769-3p	0	0	0	1
hsa-miR-766-5p	0	0	0	0
hsa-miR-766-3p	32	24	57	107
hsa-miR-378d	2	10	7	4
hsa-miR-1185-1-3p	0	0	0	1
hsa-miR-762	0	0	0	0
hsa-miR-802	0	0	0	0
hsa-miR-670-5p	0	0	0	0
hsa-miR-670-3p	0	0	0	0
hsa-miR-1298-5p	0	0	0	0
hsa-miR-1298-3p	0	0	0	0
hsa-miR-2113	0	0	0	0
hsa-miR-761	0	0	0	0
hsa-miR-764	0	0	0	0
hsa-miR-759	0	0	0	0
hsa-miR-765	0	0	0	0
hsa-miR-770-5p	0	0	0	0
hsa-miR-675-5p	0	0	0	0
hsa-miR-675-3p	0	0	0	0
hsa-miR-298	0	0	0	0
hsa-miR-891a-5p	1	0	0	2
hsa-miR-891a-3p	0	0	0	0
hsa-miR-300	0	0	0	0
hsa-miR-892a	0	0	0	0
hsa-miR-450b-5p	2	11	8	1
hsa-miR-450b-3p	0	0	0	0
hsa-miR-874-5p	6	7	10	3
hsa-miR-874-3p	4	11	12	3
hsa-miR-890	0	0	0	0
hsa-miR-891b	0	0	0	0
hsa-miR-888-5p	0	0	0	0
hsa-miR-888-3p	0	0	0	0
hsa-miR-892b	0	0	0	0
hsa-miR-541-5p	0	0	0	0
hsa-miR-541-3p	0	0	0	0
hsa-miR-889-5p	0	0	0	0
hsa-miR-889-3p	0	2	12	2
hsa-miR-875-5p	0	0	0	0
hsa-miR-875-3p	0	0	0	0
hsa-miR-876-5p	0	0	0	0
hsa-miR-876-3p	0	0	0	0
hsa-miR-708-5p	0	0	0	0
hsa-miR-708-3p	0	0	0	0
hsa-miR-147b-5p	0	0	0	0
hsa-miR-147b-3p	0	0	1	0
hsa-miR-190b-5p	0	3	2	0
hsa-miR-190b-3p	0	0	0	0
hsa-miR-744-5p	117	136	351	167
hsa-miR-744-3p	1	1	6	4
hsa-miR-885-5p	0	0	0	0
hsa-miR-885-3p	0	0	0	0
hsa-miR-877-5p	0	0	0	1
hsa-miR-877-3p	0	2	0	0
hsa-miR-887-5p	0	0	0	0
hsa-miR-887-3p	0	0	0	0
hsa-miR-665	0	0	0	0
hsa-miR-873-5p	1	0	1	0
hsa-miR-873-3p	0	0	0	0
hsa-miR-543	0	0	0	0
hsa-miR-374b-5p	49	112	158	119
hsa-miR-374b-3p	0	4	1	1
hsa-miR-760	0	0	0	0
hsa-miR-301b-5p	0	0	0	0
hsa-miR-301b-3p	4	8	9	3
hsa-miR-216b-5p	0	0	0	0
hsa-miR-216b-3p	0	0	0	0
hsa-miR-208b-5p	0	0	0	0
hsa-miR-208b-3p	1	0	0	0
hsa-miR-920	0	0	0	0
hsa-miR-921	0	0	0	0
hsa-miR-922	0	0	0	0
hsa-miR-924	0	0	0	0
hsa-miR-509-3-5p	0	0	0	0
hsa-miR-933	1	0	1	0
hsa-miR-934	0	0	0	0
hsa-miR-935	0	0	0	0
hsa-miR-936	0	0	0	0
hsa-miR-937-5p	0	0	0	0
hsa-miR-937-3p	1	2	4	4
hsa-miR-938	0	0	0	0
hsa-miR-939-5p	0	0	0	1
hsa-miR-939-3p	0	0	1	0
hsa-miR-940	0	0	0	1
hsa-miR-941	337	431	716	555
hsa-miR-942-5p	61	87	79	110
hsa-miR-942-3p	1	1	1	1
hsa-miR-943	0	0	0	0
hsa-miR-944	0	0	0	0
hsa-miR-297	0	0	0	0
hsa-miR-1178-5p	0	0	0	0
hsa-miR-1178-3p	0	0	0	0
hsa-miR-1179	0	0	0	0
hsa-miR-1180-5p	0	0	0	0
hsa-miR-1180-3p	61	54	100	89
hsa-miR-1181	0	0	0	0
hsa-miR-1182	0	0	0	0
hsa-miR-1183	0	0	0	0
hsa-miR-1184	0	0	0	0
hsa-miR-1225-5p	0	0	0	0
hsa-miR-1225-3p	0	0	0	0
hsa-miR-1226-5p	0	0	0	0
hsa-miR-1226-3p	4	12	14	1
hsa-miR-1227-5p	0	0	0	0
hsa-miR-1227-3p	0	1	1	0
hsa-miR-1228-5p	0	2	0	0
hsa-miR-1228-3p	0	1	0	0
hsa-miR-1229-5p	0	0	0	0
hsa-miR-1229-3p	2	4	3	7
hsa-miR-1231	0	0	0	0
hsa-miR-1233-5p	0	0	0	0
hsa-miR-1233-3p	0	0	0	0
hsa-miR-1234-3p	1	2	1	2
hsa-miR-1236-5p	0	0	0	0
hsa-miR-1236-3p	0	0	0	0
hsa-miR-1237-5p	0	0	0	0
hsa-miR-1237-3p	0	0	0	0
hsa-miR-1238-5p	0	0	0	0
hsa-miR-1238-3p	0	1	0	0
hsa-miR-1200	0	0	0	0
hsa-miR-1202	0	0	0	0
hsa-miR-1203	0	0	0	0
hsa-miR-663b	0	0	0	0
hsa-miR-1204	0	0	0	0
hsa-miR-1205	0	0	0	0
hsa-miR-1206	0	0	0	0
hsa-miR-1207-5p	0	0	0	0
hsa-miR-1207-3p	0	0	0	0
hsa-miR-1208	0	0	0	0
hsa-miR-548e-5p	6	9	5	4
hsa-miR-548e-3p	29	28	48	30
hsa-miR-548j-5p	0	0	1	1
hsa-miR-548j-3p	0	0	0	0
hsa-miR-1285-5p	1	1	1	3
hsa-miR-1285-3p	593	458	869	543
hsa-miR-1286	0	0	0	0
hsa-miR-1287-5p	2	1	1	0
hsa-miR-1287-3p	0	0	0	0
hsa-miR-1289	0	0	0	0
hsa-miR-1290	0	0	0	0
hsa-miR-1291	0	0	1	0
hsa-miR-548k	10	50	18	5
hsa-miR-1293	0	0	0	0
hsa-miR-1294	6	9	8	7
hsa-miR-1295a	0	0	0	0
hsa-miR-1297	0	1	0	2
hsa-miR-1299	0	3	0	2
hsa-miR-548l	0	1	1	2
hsa-miR-1302	0	0	0	0
hsa-miR-1303	8	13	36	9
hsa-miR-1304-5p	0	2	3	0
hsa-miR-1304-3p	82	36	79	39
hsa-miR-1305	0	0	0	0
hsa-miR-1243	0	0	0	0
hsa-miR-548f-5p	9	33	14	27
hsa-miR-548f-3p	0	0	0	0
hsa-miR-1244	0	0	0	0
hsa-miR-1245a	0	0	0	0
hsa-miR-1246	0	0	0	0
hsa-miR-1247-5p	0	0	0	0
hsa-miR-1247-3p	0	0	0	0
hsa-miR-1248	0	0	1	0
hsa-miR-1249-5p	0	0	0	0
hsa-miR-1249-3p	21	12	20	5
hsa-miR-1250-5p	0	0	0	0
hsa-miR-1250-3p	0	0	0	0
hsa-miR-1251-5p	0	0	0	0
hsa-miR-1251-3p	0	0	0	0
hsa-miR-1253	0	0	0	0
hsa-miR-1255a	2	4	1	1
hsa-miR-1256	1	0	1	0
hsa-miR-1257	0	0	0	0
hsa-miR-1258	0	0	0	0
hsa-miR-1260a	311	613	182	213
hsa-miR-548g-5p	4	22	11	11
hsa-miR-548g-3p	0	0	0	0
hsa-miR-1261	4	4	7	6
hsa-miR-1262	0	0	0	0
hsa-miR-1263	0	0	0	0
hsa-miR-548n	0	0	1	0
hsa-miR-548m	0	0	0	0
hsa-miR-1265	0	0	0	0
hsa-miR-548o-3p	40	42	54	55
hsa-miR-1266-5p	0	0	0	0
hsa-miR-1266-3p	0	0	0	0
hsa-miR-1267	0	0	0	0
hsa-miR-1268a	0	0	0	0
hsa-miR-1269a	0	0	0	0
hsa-miR-1270	1	6	11	4
hsa-miR-1272	0	0	0	0
hsa-miR-548h-5p	1	0	0	0
hsa-miR-548h-3p	9	8	15	14
hsa-miR-1275	2	4	3	13
hsa-miR-1276	3	0	0	0
hsa-miR-302e	0	0	0	0
hsa-miR-302f	0	0	0	0
hsa-miR-1277-5p	0	0	0	0
hsa-miR-1277-3p	0	0	0	0
hsa-miR-548p	1	0	0	4
hsa-miR-548i	0	0	0	0
hsa-miR-1278	0	0	2	2
hsa-miR-1279	0	0	0	0
hsa-miR-1281	0	0	0	0
hsa-miR-1282	0	0	0	0
hsa-miR-1284	2	2	5	5
hsa-miR-1288-5p	0	0	0	0
hsa-miR-1288-3p	0	0	0	0
hsa-miR-1292-5p	1	1	3	0
hsa-miR-1292-3p	0	0	0	0
hsa-miR-1252-5p	0	0	0	0
hsa-miR-1252-3p	0	0	0	0
hsa-miR-1255b-5p	4	7	4	6
hsa-miR-1255b-2-3p	0	0	0	0
hsa-miR-664a-5p	2	3	6	3
hsa-miR-664a-3p	59	81	84	120
hsa-miR-1306-5p	19	33	27	23
hsa-miR-1306-3p	0	0	0	0
hsa-miR-1307-5p	183	122	203	107
hsa-miR-1307-3p	107	119	224	61
hsa-miR-513b-5p	0	0	0	0
hsa-miR-513b-3p	0	0	0	0
hsa-miR-513c-5p	0	0	0	0
hsa-miR-513c-3p	0	0	0	0
hsa-miR-1321	0	0	0	0
hsa-miR-1322	0	0	0	0
hsa-miR-1197	0	0	1	0
hsa-miR-1324	0	0	0	0
hsa-miR-1469	0	0	0	0
hsa-miR-1470	0	0	0	0
hsa-miR-1471	0	0	0	0
hsa-miR-1537-5p	0	0	0	0
hsa-miR-1537-3p	0	2	0	1
hsa-miR-1538	1	3	5	3
hsa-miR-1539	0	0	0	0
hsa-miR-103b	224	555	434	340
hsa-miR-320d	0	1	0	0
hsa-miR-1825	0	0	0	0
hsa-miR-1827	0	0	0	0
hsa-miR-1908-5p	3	4	2	2
hsa-miR-1908-3p	0	1	0	0
hsa-miR-1909-5p	0	0	0	0
hsa-miR-1909-3p	0	0	0	0
hsa-miR-1910-5p	0	1	0	0
hsa-miR-1910-3p	0	0	0	0
hsa-miR-1911-5p	0	0	0	0
hsa-miR-1911-3p	0	0	0	0
hsa-miR-1912-5p	0	0	0	0
hsa-miR-1912-3p	0	0	0	0
hsa-miR-1913	0	0	0	0
hsa-miR-1914-5p	0	0	0	0
hsa-miR-1914-3p	0	0	0	0
hsa-miR-1915-5p	0	0	0	0
hsa-miR-1915-3p	0	0	0	0
hsa-miR-1972	0	0	0	0
hsa-miR-1973	0	0	0	0
hsa-miR-1976	0	4	2	2
hsa-miR-2052	0	0	0	0
hsa-miR-2053	0	0	0	0
hsa-miR-2054	0	0	0	0
hsa-miR-2110	6	11	19	12
hsa-miR-2114-5p	0	0	0	0
hsa-miR-2114-3p	0	1	0	0
hsa-miR-2115-5p	2	0	0	0
hsa-miR-2115-3p	1	0	0	0
hsa-miR-2116-5p	0	0	0	0
hsa-miR-2116-3p	0	0	0	0
hsa-miR-2117	0	0	0	0
hsa-miR-548q	0	0	0	0
hsa-miR-2276-5p	0	0	0	0
hsa-miR-2276-3p	1	1	1	1
hsa-miR-2277-5p	1	0	4	2
hsa-miR-2277-3p	1	2	0	0
hsa-miR-2278	0	0	0	0
hsa-miR-2681-5p	0	0	0	0
hsa-miR-2681-3p	0	0	0	0
hsa-miR-2682-5p	0	0	0	0
hsa-miR-2682-3p	0	0	0	0
hsa-miR-711	0	0	0	0
hsa-miR-718	0	0	0	0
hsa-miR-2861	0	0	0	0
hsa-miR-2909	0	0	0	0
hsa-miR-3115	0	0	0	0
hsa-miR-3116	0	0	0	0
hsa-miR-3117-5p	0	0	0	0
hsa-miR-3117-3p	0	1	6	3
hsa-miR-3118	0	0	0	0
hsa-miR-3119	0	0	0	0
hsa-miR-3120-5p	0	0	1	0
hsa-miR-3120-3p	0	0	0	1
hsa-miR-3121-5p	0	0	0	0
hsa-miR-3121-3p	0	0	0	0
hsa-miR-3122	0	0	0	0
hsa-miR-3123	0	0	0	0
hsa-miR-3124-5p	0	0	0	0
hsa-miR-3124-3p	0	0	0	0
hsa-miR-548s	1	0	2	0
hsa-miR-3125	0	0	0	0
hsa-miR-3126-5p	0	0	0	0
hsa-miR-3126-3p	0	0	0	0
hsa-miR-3127-5p	0	0	0	2
hsa-miR-3127-3p	0	1	1	0
hsa-miR-3128	2	1	3	2
hsa-miR-3129-5p	0	0	0	0
hsa-miR-3129-3p	1	0	2	0
hsa-miR-3130-5p	8	5	3	22
hsa-miR-3130-3p	1	0	2	0
hsa-miR-3131	0	0	0	0
hsa-miR-3132	0	0	0	0
hsa-miR-3133	7	5	1	4
hsa-miR-378b	0	0	0	0
hsa-miR-3134	0	1	1	0
hsa-miR-3135a	1	0	2	1
hsa-miR-466	0	0	0	0
hsa-miR-3136-5p	2	3	1	0
hsa-miR-3136-3p	0	0	0	0
hsa-miR-544b	0	0	0	0
hsa-miR-3137	0	0	0	0
hsa-miR-3138	0	0	0	0
hsa-miR-3139	1	2	5	1
hsa-miR-3140-5p	0	0	0	0
hsa-miR-3140-3p	1	0	0	0
hsa-miR-548t-5p	1	1	1	1
hsa-miR-548t-3p	3	5	5	6
hsa-miR-3141	0	1	0	1
hsa-miR-3142	0	0	0	1
hsa-miR-3143	3	6	10	7
hsa-miR-548u	1	1	0	0
hsa-miR-3144-5p	0	0	0	0
hsa-miR-3144-3p	0	0	0	0
hsa-miR-3145-5p	0	0	0	0
hsa-miR-3145-3p	0	0	0	0
hsa-miR-1273c	1	1	0	0
hsa-miR-3146	0	0	0	0
hsa-miR-3147	0	0	0	0
hsa-miR-548v	0	0	0	0
hsa-miR-3148	0	0	0	0
hsa-miR-3149	0	0	0	0
hsa-miR-3150a-5p	2	2	1	0
hsa-miR-3150a-3p	0	0	0	0
hsa-miR-3151-5p	0	0	0	0
hsa-miR-3151-3p	0	0	0	0
hsa-miR-3152-5p	0	0	0	0
hsa-miR-3152-3p	0	0	0	0
hsa-miR-3153	1	0	0	1
hsa-miR-3074-5p	4	8	10	7
hsa-miR-3074-3p	0	1	2	0
hsa-miR-3154	0	0	0	0
hsa-miR-3155a	0	0	1	1
hsa-miR-3156-5p	0	0	0	0
hsa-miR-3156-3p	0	0	0	0
hsa-miR-3157-5p	1	0	1	2
hsa-miR-3157-3p	6	3	16	13
hsa-miR-3158-5p	0	0	1	1
hsa-miR-3158-3p	187	294	327	304
hsa-miR-3159	0	0	0	0
hsa-miR-3160-5p	3	1	1	3
hsa-miR-3160-3p	2	0	8	1
hsa-miR-3161	1	0	1	0
hsa-miR-3162-5p	0	0	0	0
hsa-miR-3162-3p	0	0	0	0
hsa-miR-3163	2	11	6	3
hsa-miR-3164	0	0	0	0
hsa-miR-3165	0	0	0	1
hsa-miR-3166	0	0	0	0
hsa-miR-1260b	511	438	223	200
hsa-miR-3167	0	0	0	0
hsa-miR-3168	6	0	0	1
hsa-miR-3169	0	0	0	0
hsa-miR-3170	0	0	0	0
hsa-miR-3171	0	0	0	0
hsa-miR-3173-5p	6	11	11	6
hsa-miR-3173-3p	0	0	0	0
hsa-miR-1193	0	0	0	0
hsa-miR-323b-5p	0	0	0	0
hsa-miR-323b-3p	1	5	7	6
hsa-miR-3174	0	0	0	1
hsa-miR-3175	0	0	0	0
hsa-miR-3176	0	0	1	0
hsa-miR-3177-5p	0	0	0	0
hsa-miR-3177-3p	1	2	3	2
hsa-miR-3178	0	0	0	0
hsa-miR-3179	0	0	0	0
hsa-miR-3180-5p	1	0	1	1
hsa-miR-3180-3p	0	0	0	0
hsa-miR-548w	0	0	0	0
hsa-miR-3181	0	0	0	0
hsa-miR-3182	0	0	0	0
hsa-miR-3183	0	0	0	0
hsa-miR-3184-5p	597	369	1200	283
hsa-miR-3184-3p	90	101	264	258
hsa-miR-3185	0	0	0	0
hsa-miR-3065-5p	2	1	6	6
hsa-miR-3065-3p	0	0	2	0
hsa-miR-3186-5p	0	0	0	0
hsa-miR-3186-3p	0	0	0	0
hsa-miR-3187-5p	0	0	0	0
hsa-miR-3187-3p	0	0	0	0
hsa-miR-3188	0	1	0	1
hsa-miR-3189-5p	0	0	0	0
hsa-miR-3189-3p	0	0	0	0
hsa-miR-320e	0	0	0	0
hsa-miR-3190-5p	0	0	0	0
hsa-miR-3190-3p	1	0	1	1
hsa-miR-3191-5p	0	0	0	0
hsa-miR-3191-3p	0	0	0	0
hsa-miR-3192-5p	0	0	0	0
hsa-miR-3192-3p	0	0	0	0
hsa-miR-3193	0	0	0	0
hsa-miR-3194-5p	0	0	0	0
hsa-miR-3194-3p	0	0	0	0
hsa-miR-3195	0	0	0	0
hsa-miR-3196	3	0	0	1
hsa-miR-548x-5p	5	2	10	11
hsa-miR-548x-3p	0	0	0	0
hsa-miR-3197	0	0	0	0
hsa-miR-3198	0	0	0	0
hsa-miR-3199	2	0	2	0
hsa-miR-3200-5p	4	15	8	17
hsa-miR-3200-3p	21	33	24	39
hsa-miR-3201	0	0	0	0
hsa-miR-514b-5p	0	0	0	0
hsa-miR-514b-3p	0	0	0	0
hsa-miR-3202	0	0	0	0
hsa-miR-4295	0	0	0	0
hsa-miR-4296	0	0	0	0
hsa-miR-4297	0	0	0	0
hsa-miR-378c	31	61	49	17
hsa-miR-4293	0	0	0	0
hsa-miR-4294	0	0	0	0
hsa-miR-4301	2	1	3	0
hsa-miR-4299	0	0	0	0
hsa-miR-4298	0	0	0	0
hsa-miR-4300	0	0	0	0
hsa-miR-4304	0	0	0	0
hsa-miR-4302	0	0	0	0
hsa-miR-4303	0	0	0	0
hsa-miR-4305	0	0	0	0
hsa-miR-4306	7	10	17	9
hsa-miR-4309	0	0	0	0
hsa-miR-4307	0	0	0	0
hsa-miR-4308	0	0	0	0
hsa-miR-4310	0	0	0	0
hsa-miR-4311	0	0	0	0
hsa-miR-4312	0	0	0	0
hsa-miR-4313	0	0	0	0
hsa-miR-4315	0	0	0	0
hsa-miR-4316	0	0	0	0
hsa-miR-4314	0	0	0	0
hsa-miR-4318	0	0	0	0
hsa-miR-4319	0	0	0	0
hsa-miR-4320	0	0	0	0
hsa-miR-4317	0	0	0	0
hsa-miR-4322	0	0	0	0
hsa-miR-4321	0	0	0	0
hsa-miR-4323	0	0	0	0
hsa-miR-4324	0	0	0	0
hsa-miR-4256	0	0	0	0
hsa-miR-4257	0	0	0	0
hsa-miR-4258	0	0	0	0
hsa-miR-4259	0	0	0	0
hsa-miR-4260	0	0	0	0
hsa-miR-4253	0	0	0	0
hsa-miR-4251	0	0	0	0
hsa-miR-4254	0	0	0	0
hsa-miR-4255	0	0	0	0
hsa-miR-4252	0	0	0	0
hsa-miR-4325	0	0	0	0
hsa-miR-4326	7	11	1	7
hsa-miR-4327	0	0	0	0
hsa-miR-4261	0	0	0	0
hsa-miR-4265	0	0	0	0
hsa-miR-4266	0	0	0	0
hsa-miR-4267	0	0	0	0
hsa-miR-4262	0	0	0	0
hsa-miR-2355-5p	4	1	3	4
hsa-miR-2355-3p	0	0	0	0
hsa-miR-4268	0	0	0	0
hsa-miR-4269	0	0	0	0
hsa-miR-4263	0	0	0	0
hsa-miR-4264	0	0	0	0
hsa-miR-4270	0	0	0	0
hsa-miR-4271	0	0	0	0
hsa-miR-4272	0	0	0	0
hsa-miR-4273	0	0	0	0
hsa-miR-4276	0	0	0	0
hsa-miR-4275	0	0	0	0
hsa-miR-4274	0	0	0	0
hsa-miR-4281	0	0	0	0
hsa-miR-4277	0	0	0	0
hsa-miR-4279	0	0	0	0
hsa-miR-4278	0	0	0	0
hsa-miR-4280	0	0	0	0
hsa-miR-4282	0	0	0	0
hsa-miR-4285	0	0	0	0
hsa-miR-4283	0	0	0	0
hsa-miR-4284	0	0	0	0
hsa-miR-4286	0	0	2	1
hsa-miR-4287	0	0	0	0
hsa-miR-4288	0	0	0	0
hsa-miR-4292	0	0	0	0
hsa-miR-4289	0	0	0	0
hsa-miR-4290	0	0	0	0
hsa-miR-4291	0	0	0	0
hsa-miR-4329	0	0	0	0
hsa-miR-4330	0	0	0	0
hsa-miR-500b-5p	0	0	0	0
hsa-miR-500b-3p	0	0	0	0
hsa-miR-4328	0	0	0	0
hsa-miR-3605-5p	0	0	0	0
hsa-miR-3605-3p	34	33	36	50
hsa-miR-3606-5p	0	0	0	0
hsa-miR-3606-3p	0	0	0	0
hsa-miR-3609	0	1	0	0
hsa-miR-3610	0	0	0	0
hsa-miR-3611	5	3	4	4
hsa-miR-3612	0	0	0	0
hsa-miR-3613-5p	1	22	8	20
hsa-miR-3613-3p	88	82	36	42
hsa-miR-3614-5p	0	0	1	2
hsa-miR-3614-3p	0	0	0	0
hsa-miR-3615	289	498	702	732
hsa-miR-3616-5p	0	0	0	0
hsa-miR-3616-3p	0	0	0	0
hsa-miR-3617-5p	0	0	0	0
hsa-miR-3617-3p	0	0	0	0
hsa-miR-3618	0	0	0	0
hsa-miR-3619-5p	0	0	0	0
hsa-miR-3619-3p	0	1	0	0
hsa-miR-23c	1	0	0	0
hsa-miR-3620-5p	0	1	0	0
hsa-miR-3620-3p	0	2	4	3
hsa-miR-3621	0	0	0	0
hsa-miR-3622a-5p	0	0	0	0
hsa-miR-3622a-3p	0	0	0	0
hsa-miR-3622b-5p	0	0	0	0
hsa-miR-3622b-3p	0	0	0	0
hsa-miR-3646	0	0	0	0
hsa-miR-3648	0	0	0	0
hsa-miR-3649	0	0	0	0
hsa-miR-3650	0	0	0	0
hsa-miR-3651	0	0	0	1
hsa-miR-3652	0	0	0	0
hsa-miR-3654	0	0	0	0
hsa-miR-3655	0	0	0	0
hsa-miR-3657	0	1	0	0
hsa-miR-3658	0	0	0	0
hsa-miR-3659	0	0	0	0
hsa-miR-3660	0	0	0	0
hsa-miR-3661	1	3	5	1
hsa-miR-3662	0	0	0	0
hsa-miR-3663-5p	0	0	0	0
hsa-miR-3663-3p	0	0	0	0
hsa-miR-3664-5p	0	0	0	0
hsa-miR-3664-3p	0	0	0	0
hsa-miR-3665	0	0	0	0
hsa-miR-3666	0	0	0	0
hsa-miR-3667-5p	3	0	1	0
hsa-miR-3667-3p	8	2	3	0
hsa-miR-3668	0	0	0	0
hsa-miR-3670	0	0	0	0
hsa-miR-3671	0	0	0	0
hsa-miR-3672	0	0	0	0
hsa-miR-3674	0	0	0	0
hsa-miR-3675-5p	0	0	0	0
hsa-miR-3675-3p	0	0	0	0
hsa-miR-3677-5p	0	0	0	0
hsa-miR-3677-3p	2	9	2	2
hsa-miR-3678-5p	0	0	0	0
hsa-miR-3678-3p	0	0	0	0
hsa-miR-3679-5p	0	0	0	0
hsa-miR-3679-3p	0	0	0	0
hsa-miR-3680-5p	1	1	2	0
hsa-miR-3680-3p	0	0	0	0
hsa-miR-3681-5p	0	0	0	0
hsa-miR-3681-3p	0	0	0	0
hsa-miR-3682-5p	0	0	1	0
hsa-miR-3682-3p	0	0	0	0
hsa-miR-3683	0	0	0	0
hsa-miR-3684	1	0	2	2
hsa-miR-3685	0	1	0	0
hsa-miR-3686	0	0	0	0
hsa-miR-3688-5p	1	0	0	1
hsa-miR-3688-3p	88	62	75	66
hsa-miR-3689a-5p	0	0	0	0
hsa-miR-3689a-3p	0	0	0	0
hsa-miR-3690	2	0	3	2
hsa-miR-3691-5p	1	1	4	1
hsa-miR-3691-3p	0	0	2	0
hsa-miR-3692-5p	0	0	0	0
hsa-miR-3692-3p	1	0	0	0
hsa-miR-3713	0	0	0	0
hsa-miR-3714	0	0	0	0
hsa-miR-3180	0	0	0	0
hsa-miR-3907	0	0	0	0
hsa-miR-3689b-5p	0	0	0	0
hsa-miR-3689b-3p	0	0	0	0
hsa-miR-3908	0	0	0	0
hsa-miR-3909	15	6	28	6
hsa-miR-3910	0	0	0	0
hsa-miR-3911	0	0	0	0
hsa-miR-3912-5p	0	0	0	0
hsa-miR-3912-3p	1	4	5	2
hsa-miR-3913-5p	1	13	4	1
hsa-miR-3913-3p	0	0	1	1
hsa-miR-3914	0	0	0	0
hsa-miR-3915	0	0	0	0
hsa-miR-3916	0	0	0	0
hsa-miR-3917	0	0	0	0
hsa-miR-3918	0	0	0	0
hsa-miR-3919	0	0	0	0
hsa-miR-3150b-5p	0	0	0	0
hsa-miR-3150b-3p	0	0	0	0
hsa-miR-3920	0	0	0	0
hsa-miR-3921	0	0	0	0
hsa-miR-3922-5p	0	0	1	0
hsa-miR-3922-3p	0	0	0	0
hsa-miR-3923	0	0	0	0
hsa-miR-3924	0	0	0	0
hsa-miR-3925-5p	0	0	0	0
hsa-miR-3925-3p	1	0	1	0
hsa-miR-3926	0	0	0	0
hsa-miR-3927-5p	0	0	0	0
hsa-miR-3927-3p	0	0	0	0
hsa-miR-676-5p	0	0	0	0
hsa-miR-676-3p	0	0	0	0
hsa-miR-3928-5p	0	0	0	0
hsa-miR-3928-3p	1	0	0	1
hsa-miR-3929	0	0	0	0
hsa-miR-3934-5p	0	0	0	1
hsa-miR-3934-3p	0	0	0	0
hsa-miR-3935	0	0	0	0
hsa-miR-3936	0	0	0	0
hsa-miR-3937	0	0	0	0
hsa-miR-3938	0	0	0	0
hsa-miR-548y	0	1	1	2
hsa-miR-3939	1	0	3	2
hsa-miR-3940-5p	0	0	0	0
hsa-miR-3940-3p	72	225	96	11
hsa-miR-3941	0	0	0	0
hsa-miR-3942-5p	3	0	9	2
hsa-miR-3942-3p	0	0	0	0
